;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;monto_del_credito;línea_credito;fecha_de_beneficio
6158;FEMENINO;INDUSTRIA;RESTAURANTE;CABECERA SAN ANTONIO ;2;80.0;4000000;MICROEMPRESARIAL;2017-05-10
6160;MASCULINO;SERVICIO;RECREATIVO EDUCATIVO;POPULAR;2;15.0;6890000;MICROEMPRESARIAL;2016-06-02
6161;FEMENINO;COMERCIO;VARIEDADES;SUBURBANO ALTAVISTA;1;70.0;6000000;MICROEMPRESARIAL;2019-06-19
6162;MASCULINO;SERVICIO;MARROQUINERIA;LA MILAGROSA;2;9.0;737717;MICROEMPRESARIAL;2017-01-26
6164;FEMENINO;COMERCIO;VARIEDADES;SANTO DOMINGO SAVIO ;2;1.0;7300000;MICROEMPRESARIAL;2017-11-09
6165;MASCULINO;INDUSTRIA;PUBLICIDAD Y;SAN JAVIER NO.1;2;13.0;4000000;MICROEMPRESARIAL;2017-02-22
6166;FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;2;8.0;3000000;MICROEMPRESARIAL;2018-04-25
6167;FEMENINO;COMERCIO;TIENDA DE HELADOS;ALFONSO LOPEZ;3;5.0;7000000;MICROEMPRESARIAL;2018-02-08
6168;FEMENINO;COMERCIO;TALLER DE ELECTRONICA;SANTO DOMINGO SAVIO ;1;1.0;3000000;MICROEMPRESARIAL;2018-07-13
6169;MASCULINO;INDUSTRIA;PUBLICIDAD Y;VILLA HERMOSA;2;8.0;7377000;MICROEMPRESARIAL;2017-10-05
6170;FEMENINO;COMERCIO;PELUQUERIA;VILLATINA;1;8.0;7000000;MICROEMPRESARIAL;2017-07-04
6171;FEMENINO;COMERCIO;VARIEDADES;CAMPO VALDES NO. 1;3;4.0;6000000;MICROEMPRESARIAL;2017-08-24
6172;MASCULINO;INDUSTRIA;FABRICA DE;PEDREGAL;3;6.0;6890000;MICROEMPRESARIAL;2016-05-05
6173;FEMENINO;COMERCIO;FABRICA DE CALZADO;ROBLEDO;1;7.0;2000000;MICROEMPRESARIAL;2016-09-22
6174;FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;7300000;MICROEMPRESARIAL;2017-08-08
6175;MASCULINO;INDUSTRIA;FABRICA DE ALIMENTOS;ANDALUCIA;2;2.0;5000000;MICROEMPRESARIAL;2018-07-10
6176;FEMENINO;COMERCIO;ALMACEN DE ROPA EN;CAMPO VALDES NO. 1;3;4.0;7000000;MICROEMPRESARIAL;2017-07-31
6177;MASCULINO;COMERCIO;PELUQUERIA;MANRIQUE CENTRAL NO. 1;3;4.0;7370000;MICROEMPRESARIAL;2017-05-08
6178;FEMENINO;COMERCIO;VARIEDADES;SAN JAVIER NO.1;2;13.0;7377000;MICROEMPRESARIAL;2017-05-02
6179;MASCULINO;COMERCIO;GRANERO;CAMPO VALDES NO. 1;3;4.0;5000000;MICROEMPRESARIAL;2018-02-21
6180;FEMENINO;COMERCIO;VARIEDADES;VILLA DEL SOCORRO;2;2.0;7000000;MICROEMPRESARIAL;2018-10-18
6181;MASCULINO;COMERCIO;CERRAJERIA;BOSTON;3;10.0;7370000;MICROEMPRESARIAL;2017-10-09
6182;FEMENINO;COMERCIO;ALMACEN DE ROPA EN;POPULAR;2;1.0;7000000;MICROEMPRESARIAL;2017-05-02
6183;FEMENINO;INDUSTRIA;VARIEDADES;KENNEDY;2;6.0;2000000;MICROEMPRESARIAL;2016-11-11
6184;FEMENINO;COMERCIO;CRIADERO DE ANIMALES;PALMITAS;1;50.0;241315;MICROEMPRESARIAL;2018-04-06
6185;MASCULINO;INDUSTRIA;CARPINTERIA;ARANJUEZ;3;4.0;7377000;MICROEMPRESARIAL;2017-05-08
6186;MASCULINO;COMERCIO;VARIEDADES;VILLA DEL SOCORRO;2;2.0;6000000;MICROEMPRESARIAL;2016-09-12
6187;MASCULINO;INDUSTRIA;CARPINTERIA;MANRIQUE ORIENTAL;2;3.0;7000000;MICROEMPRESARIAL;2017-08-29
6188;MASCULINO;SERVICIO;FABRICA DE CALZADO;DOCE DE OCTUBRE NO.1;2;6.0;1000000;MICROEMPRESARIAL;2018-08-24
6189;FEMENINO;SERVICIO;VARIEDADES;ROBLEDO;3;7.0;5500000;MICROEMPRESARIAL;2017-08-11
6191;FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;1;4.0;7800000;MICROEMPRESARIAL;2018-04-09
6193;FEMENINO;COMERCIO;VARIEDADES;ALFONSO LOPEZ;3;5.0;7000000;MICROEMPRESARIAL;2018-10-29
6194;FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;3;8.0;7000000;MICROEMPRESARIAL;2018-11-22
6195;FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;3;4.0;7300000;MICROEMPRESARIAL;2017-05-17
6196;MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;CABECERA SAN CRISTOBAL;2;60.0;5000000;AGROPECUARIA;2016-10-19
6197;MASCULINO;COMERCIO;FABRICA DE AREPAS;MANRIQUE CENTRAL NO. 1;2;4.0;2000000;MICROEMPRESARIAL;2018-07-25
6198;FEMENINO;COMERCIO;CAFETERIA;EL CHAGUALO;3;10.0;7000000;MICROEMPRESARIAL;2017-07-26
6199;MASCULINO;COMERCIO;ALMACEN DE ROPA EN;CABECERA SAN ANTONIO ;2;80.0;4000000;MICROEMPRESARIAL;2017-11-20
6200;FEMENINO;SERVICIO;ORGANIZACIÓN Y;MANRIQUE CENTRAL NO. 1;2;4.0;13000000;EMPRESARIAL ED.;2018-10-30
6201;MASCULINO;SERVICIO;PELUQUERIA;BUENOS AIRES;2;9.0;6000000;MICROEMPRESARIAL;2017-08-10
6202;MASCULINO;COMERCIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;3;4.0;7370000;MICROEMPRESARIAL;2017-06-12
6203;MASCULINO;COMERCIO;TIENDA;CASTILLA;3;5.0;7000000;MICROEMPRESARIAL;2019-01-29
6204;FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;7300000;MICROEMPRESARIAL;2017-11-07
6205;FEMENINO;COMERCIO;FABRICA DE;POPULAR;2;1.0;40000000;MICROEMPRESARIAL;2018-02-15
6206;MASCULINO;COMERCIO;RECREATIVO EDUCATIVO;ANDALUCIA;2;2.0;4000000;MICROEMPRESARIAL;2018-10-31
6207;MASCULINO;SERVICIO;MANTENIMIENTO EN;GRANIZAL;2;1.0;6800000;MICROEMPRESARIAL;2016-03-02
6208;MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;CABECERA SAN CRISTOBAL;1;60.0;5000000;AGROPECUARIA;2016-06-14
6209;FEMENINO;COMERCIO;ALMACEN DE ROPA EN;SAN PABLO;2;1.0;5000000;MICROEMPRESARIAL;2017-03-21
6210;FEMENINO;SERVICIO;COMIDAS RAPIDAS;NUEVOS CONQUISTADORES;1;13.0;5000000;MICROEMPRESARIAL;2018-05-10
6211;FEMENINO;COMERCIO;VARIEDADES;ENCISO;1;8.0;4200000;MICROEMPRESARIAL;2017-11-27
6212;FEMENINO;COMERCIO;TIENDA;BOSTON;3;10.0;7800000;MICROEMPRESARIAL;2018-02-14
6213;FEMENINO;INDUSTRIA;FABRICA DE;BELEN;3;16.0;5000000;MICROEMPRESARIAL;2017-09-26
6214;MASCULINO;INDUSTRIA;FABRICA DE CALZADO;ROBLEDO;2;7.0;7800000;MICROEMPRESARIAL;2018-03-16
6215;FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;CAMPO VALDES NO. 1;3;4.0;7000000;MICROEMPRESARIAL;2017-02-01
6216;FEMENINO;COMERCIO;CHARCUTERIA;ARANJUEZ;3;4.0;6000000;MICROEMPRESARIAL;2016-09-01
6217;MASCULINO;COMERCIO;RESTAURANTE;MIRANDA;2;4.0;6000000;MICROEMPRESARIAL;2018-10-11
6218;MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;POPULAR;1;1.0;5000000;MICROEMPRESARIAL;2018-02-15
6219;MASCULINO;COMERCIO;FABRICA DE;BARRIO CAICEDO;2;9.0;5000000;MICROEMPRESARIAL;2017-01-23
6220;MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;3;7.0;5000000;MICROEMPRESARIAL;2018-10-03
6221;FEMENINO;INDUSTRIA;FABRICA DE MUEBLES;CABECERA SAN CRISTOBAL;3;60.0;7000000;MICROEMPRESARIAL;2017-09-20
6222;MASCULINO;COMERCIO;FABRICA DE ALIMENTOS;SANTA MONICA;2;12.0;7800000;MICROEMPRESARIAL;2018-03-15
6223;FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;LA AMERICA;3;12.0;6890000;MICROEMPRESARIAL;2016-09-05
6224;FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;6890000;MICROEMPRESARIAL;2016-08-19
6225;FEMENINO;COMERCIO;VARIEDADES;SANTA CRUZ;2;2.0;7800000;MICROEMPRESARIAL;2018-05-03
6226;MASCULINO;COMERCIO;COMIDAS RAPIDAS;GUAYABAL;2;15.0;7800000;MICROEMPRESARIAL;2018-06-08
6227;MASCULINO;INDUSTRIA;FABRICA DE;SANTANDER;2;6.0;4000000;MICROEMPRESARIAL;2018-07-09
6228;FEMENINO;COMERCIO;FERRETERIA;MANRIQUE CENTRAL NO. 1;2;4.0;7377000;MICROEMPRESARIAL;2017-05-19
6229;FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;3;7.0;5000000;MICROEMPRESARIAL;2018-02-05
6230;FEMENINO;COMERCIO;VARIEDADES;CORDOBA;3;7.0;7300000;MICROEMPRESARIAL;2017-10-24
6231;FEMENINO;INDUSTRIA;FABRICA DE;VILLA HERMOSA;3;8.0;3500000;MICROEMPRESARIAL;2017-03-27
6232;FEMENINO;COMERCIO;VARIEDADES;ALFONSO LOPEZ;3;5.0;6000000;MICROEMPRESARIAL;2018-05-21
6233;FEMENINO;INDUSTRIA;FABRICA DE;PICACHO;2;6.0;7300000;MICROEMPRESARIAL;2017-11-29
6234;MASCULINO;SERVICIO;BARBERIA;VILLA NIZA;2;2.0;7347000;MICROEMPRESARIAL;2017-10-02
6235;FEMENINO;COMERCIO;COMIDAS RAPIDAS;CABECERA SAN ANTONIO ;1;80.0;3880000;MICROEMPRESARIAL;2018-11-14
6237;FEMENINO;SERVICIO;PELUQUERIA;PLAYON DE LOS ;2;2.0;6000000;MICROEMPRESARIAL;2018-07-05
6238;FEMENINO;COMERCIO;CHARCUTERIA;PABLO VI;2;2.0;2000000;MICROEMPRESARIAL;2017-03-27
6239;MASCULINO;INDUSTRIA;FABRICA DE MUEBLES;BUENOS AIRES;2;9.0;7300000;MICROEMPRESARIAL;2017-03-29
6240;MASCULINO;COMERCIO;MANTENIMIENTO EN;PEDREGAL;3;6.0;5000000;MICROEMPRESARIAL;2018-08-27
6241;FEMENINO;COMERCIO;RECREATIVO EDUCATIVO;CAMPO VALDES NO. 1;2;4.0;6000000;MICROEMPRESARIAL;2018-01-30
6242;FEMENINO;INDUSTRIA;FABRICA DE;20 DE JULIO;1;13.0;7000000;MICROEMPRESARIAL;2018-03-21
6243;MASCULINO;COMERCIO;DROGUERIA;MORAVIA;2;4.0;7800000;MICROEMPRESARIAL;2019-02-18
6244;MASCULINO;AGROPECUARIA;FABRICA DE ALIMENTOS;CABECERA SAN ANTONIO ;2;80.0;17000000;MICROEMPRESARIAL;2018-09-14
6245;FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;LA FLORESTA;3;12.0;6000000;MICROEMPRESARIAL;2016-02-05
6247;MASCULINO;SERVICIO;COMIDAS RAPIDAS;BELENCITO;2;13.0;2500000;MICROEMPRESARIAL;2019-02-20
6248;FEMENINO;SERVICIO;FABRICA DE;MANRIQUE CENTRAL NO. 2;2;3.0;7800000;MICROEMPRESARIAL;2018-02-01
6249;FEMENINO;INDUSTRIA;FABRICA DE CALZADO;EL SALVADOR;2;9.0;7800000;MICROEMPRESARIAL;2018-02-07
6250;MASCULINO;COMERCIO;DISTRIBUIDORA DE;LLANADITAS;1;8.0;3500000;MICROEMPRESARIAL;2018-08-17
6251;MASCULINO;SERVICIO;MANTENIMIENTO EN;BELENCITO;2;13.0;4000000;MICROEMPRESARIAL;2018-02-05
6252;FEMENINO;SERVICIO;DROGUERIA;CASTILLA;3;5.0;7000000;MICROEMPRESARIAL;2017-10-03
6253;FEMENINO;SERVICIO;PELUQUERIA;SANTA LUCIA;3;12.0;7370000;MICROEMPRESARIAL;2017-05-26
6254;FEMENINO;INDUSTRIA;FABRICA DE;LA ESPERANZA;1;6.0;7800000;MICROEMPRESARIAL;2018-02-09
6255;FEMENINO;SERVICIO;LAVANDERIA;SAN JAVIER NO.1;1;13.0;5000000;MICROEMPRESARIAL;2016-09-01
6256;FEMENINO;COMERCIO;VARIEDADES;SANTA ROSA DE LIMA;2;13.0;5000000;MICROEMPRESARIAL;2018-05-28
6257;MASCULINO;COMERCIO;FABRICA DE;EL SALVADOR;3;9.0;7000000;MICROEMPRESARIAL;2017-11-22
6258;FEMENINO;COMERCIO;CHARCUTERIA;ROBLEDO;1;7.0;6890000;MICROEMPRESARIAL;2016-10-12
6259;FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 2;1;3.0;2000000;MICROEMPRESARIAL;2016-08-02
6260;FEMENINO;COMERCIO;MISCELANEA;LA SIERRA;2;8.0;7800000;MICROEMPRESARIAL;2018-07-26
6261;FEMENINO;SERVICIO;RESTAURANTE;EL SALVADOR;3;9.0;7000000;MICROEMPRESARIAL;2018-10-11
6264;MASCULINO;COMERCIO;PANADERIA;ANDALUCIA;2;2.0;7800000;MICROEMPRESARIAL;2018-02-13
6265;MASCULINO;COMERCIO;FABRICA DE ALIMENTOS;VILLA HERMOSA;3;8.0;7800000;MICROEMPRESARIAL;2018-05-28
6266;FEMENINO;INDUSTRIA;FABRICA DE;EL SALVADOR;3;9.0;5000000;MICROEMPRESARIAL;2016-02-02
6267;MASCULINO;SERVICIO;CAFE E INTERNET;BUENOS AIRES;3;9.0;2500000;MICROEMPRESARIAL;2018-08-22
6268;FEMENINO;COMERCIO;TIENDA;ROBLEDO;2;7.0;5000000;MICROEMPRESARIAL;2018-10-24
6269;FEMENINO;COMERCIO;VARIEDADES;SANTANDER;2;6.0;7370000;MICROEMPRESARIAL;2017-11-14
6270;FEMENINO;COMERCIO;RESTAURANTE;SUCRE;1;8.0;3000000;MICROEMPRESARIAL;2017-10-13
6271;FEMENINO;SERVICIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;1;4.0;700000;MICROEMPRESARIAL;2017-10-23
6272;FEMENINO;COMERCIO;COMIDAS RAPIDAS;MANRIQUE CENTRAL NO. 1;2;4.0;4000000;MICROEMPRESARIAL;2018-10-18
6273;MASCULINO;AGROPECUARIA;CRIADERO DE ANIMALES;CABECERA SAN ANTONIO ;2;80.0;13700000;AGROPECUARIA;2016-10-11
6274;MASCULINO;SERVICIO;MANTENIMIENTO EN;CASTILLA;3;5.0;7000000;MICROEMPRESARIAL;2018-08-14
6275;FEMENINO;COMERCIO;TIENDA;ARANJUEZ;3;4.0;3000000;MICROEMPRESARIAL;2017-09-05
6276;FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;SANTA CRUZ;2;2.0;8000000;MICROEMPRESARIAL;2019-03-19
6277;FEMENINO;COMERCIO;COMIDAS RAPIDAS;GUAYABAL;3;15.0;7000000;MICROEMPRESARIAL;2017-10-26
6278;MASCULINO;COMERCIO;CHARCUTERIA;LAS VIOLETAS;2;16.0;7800000;MICROEMPRESARIAL;2018-04-17
6279;FEMENINO;COMERCIO;DISTRIBUIDORA DE;BARRIO CAICEDO;1;9.0;2500000;MICROEMPRESARIAL;2018-12-18
6280;FEMENINO;SERVICIO;VARIEDADES;MANRIQUE CENTRAL NO. 1;1;4.0;3000000;MICROEMPRESARIAL;2017-09-08
6281;FEMENINO;INDUSTRIA;FABRICA DE;ANDALUCIA;2;2.0;6890000;MICROEMPRESARIAL;2016-06-01
6282;FEMENINO;INDUSTRIA;FABRICA DE;ALTAVISTA;1;70.0;7370000;MICROEMPRESARIAL;2017-04-26
6283;FEMENINO;COMERCIO;RESTAURANTE;BELEN;2;16.0;2500000;MICROEMPRESARIAL;2018-02-20
6284;MASCULINO;COMERCIO;COMIDAS RAPIDAS;FLORENCIA;3;5.0;7800000;MICROEMPRESARIAL;2018-10-03
6285;MASCULINO;SERVICIO;TALLER DE MECANICA;CABECERA SAN ANTONIO ;3;80.0;7000000;MICROEMPRESARIAL;2017-07-18
6286;FEMENINO;COMERCIO;ALMACEN DE ROPA EN;TOSCANA;2;5.0;8000000;MICROEMPRESARIAL;2019-06-06
6287;FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;3;7.0;1100000;MICROEMPRESARIAL;2018-04-25
6288;FEMENINO;COMERCIO;VARIEDADES;EL SALVADOR;3;9.0;3000000;MICROEMPRESARIAL;2018-05-24
6289;FEMENINO;SERVICIO;PELUQUERIA;GIRARDOT;3;5.0;3000000;MICROEMPRESARIAL;2018-03-23
6290;FEMENINO;COMERCIO;MISCELANEA;CALASANZ;3;12.0;7000000;MICROEMPRESARIAL;2018-09-24
6291;MASCULINO;SERVICIO;FABRICA DE CALZADO;SANTA CRUZ;2;2.0;7800000;MICROEMPRESARIAL;2018-12-07
6292;FEMENINO;INDUSTRIA;PANADERIA;MORAVIA;2;4.0;6890000;MICROEMPRESARIAL;2016-05-31
6293;FEMENINO;SERVICIO;VARIEDADES;ALTAVISTA;1;70.0;6000000;MICROEMPRESARIAL;2016-08-25
6295;FEMENINO;INDUSTRIA;FABRICA DE;POPULAR;2;1.0;6890000;MICROEMPRESARIAL;2016-08-19
6296;MASCULINO;INDUSTRIA;FABRICA DE;20 DE JULIO;1;13.0;7800000;MICROEMPRESARIAL;2018-12-14
6297;MASCULINO;SERVICIO;PELUQUERIA;MORAVIA;2;4.0;2296739;MICROEMPRESARIAL;2018-08-23
6298;FEMENINO;INDUSTRIA;FABRICA DE CALZADO;MANRIQUE CENTRAL NO. 1;2;4.0;7377000;MICROEMPRESARIAL;2017-07-11
6299;FEMENINO;SERVICIO;MANTENIMIENTO EN;VILLA HERMOSA;2;8.0;5000000;MICROEMPRESARIAL;2018-02-09
6300;MASCULINO;COMERCIO;VARIEDADES;BUENOS AIRES;2;9.0;7300000;MICROEMPRESARIAL;2017-11-24
6301;MASCULINO;SERVICIO;FLORISTERIA;BOMBONA NO. 1;3;10.0;7300000;MICROEMPRESARIAL;2017-04-25
6302;FEMENINO;COMERCIO;CAFETERIA;SANTO DOMINGO SAVIO ;2;1.0;4000000;MICROEMPRESARIAL;2016-07-13
6303;MASCULINO;INDUSTRIA;FABRICA DE;SAN BENITO;3;10.0;4400000;MICROEMPRESARIAL;2018-06-01
6304;FEMENINO;SERVICIO;PAPELERIA;MANRIQUE CENTRAL NO. 1;2;4.0;2000000;MICROEMPRESARIAL;2017-11-01
6305;MASCULINO;COMERCIO;MANTENIMIENTO EN;ROBLEDO;2;7.0;5000000;MICROEMPRESARIAL;2018-04-03
6306;MASCULINO;SERVICIO;FERRETERIA;EL SALVADOR;3;9.0;6800000;MICROEMPRESARIAL;2016-11-01
6307;FEMENINO;SERVICIO;PELUQUERIA;SAN JAVIER NO.1;3;13.0;3000000;MICROEMPRESARIAL;2017-05-03
6308;MASCULINO;SERVICIO;BARBERIA;VILLA HERMOSA;3;8.0;7000000;MICROEMPRESARIAL;2018-05-24
6309;MASCULINO;COMERCIO;COMIDAS RAPIDAS;SANTO DOMINGO SAVIO ;2;1.0;7000000;MICROEMPRESARIAL;2018-06-27
6310;FEMENINO;COMERCIO;ALMACEN DE ROPA EN;EL VERGEL;2;80.0;2500000;MICROEMPRESARIAL;2016-08-12
6311;FEMENINO;INDUSTRIA;FABRICA DE;ARANJUEZ;2;4.0;5000000;MICROEMPRESARIAL;2016-05-24
6312;FEMENINO;COMERCIO;TIENDA DE HELADOS;ROBLEDO;2;7.0;7800000;MICROEMPRESARIAL;2018-02-13
6313;FEMENINO;COMERCIO;TIENDA;MANRIQUE ORIENTAL;2;3.0;7000000;MICROEMPRESARIAL;2017-08-17
6314;MASCULINO;COMERCIO;VARIEDADES;TRAVESIAS;2;60.0;5000000;MICROEMPRESARIAL;2018-12-13
6315;FEMENINO;COMERCIO;GRANERO;FLORENCIA;3;5.0;7800000;MICROEMPRESARIAL;2018-07-24
6316;MASCULINO;COMERCIO;VARIEDADES;BUENOS AIRES;3;9.0;6890000;MICROEMPRESARIAL;2016-06-03
6317;MASCULINO;SERVICIO;PELUQUERIA;SANTA CRUZ;2;2.0;7000000;MICROEMPRESARIAL;2017-11-02
6318;FEMENINO;COMERCIO;COMIDAS RAPIDAS;ARANJUEZ;2;4.0;2000000;MICROEMPRESARIAL;2018-06-12
6319;FEMENINO;SERVICIO;RESTAURANTE;BARRIO CAICEDO;1;9.0;5000000;MICROEMPRESARIAL;2017-05-10
6320;MASCULINO;SERVICIO;TALLER DE MECANICA;PALERMO;2;4.0;4000000;MICROEMPRESARIAL;2017-12-11
6321;FEMENINO;COMERCIO;VENTA DE CALZADO;ROBLEDO;2;7.0;7800000;MICROEMPRESARIAL;2018-10-11
6322;FEMENINO;INDUSTRIA;FABRICA DE;LLANADITAS;3;10.0;700000;MICROEMPRESARIAL;2018-11-07
6323;FEMENINO;COMERCIO;ALMACEN DE ROPA EN;MANRIQUE CENTRAL NO. 1;2;4.0;6000000;MICROEMPRESARIAL;2017-09-27
6324;MASCULINO;SERVICIO;PUBLICIDAD Y;CASTILLA;3;5.0;7000000;MICROEMPRESARIAL;2017-11-14
6326;FEMENINO;COMERCIO;VARIEDADES;SANTA CRUZ;1;2.0;7300000;MICROEMPRESARIAL;2017-06-20
6327;FEMENINO;INDUSTRIA;FABRICA DE;LA PALMA;2;16.0;2500000;MICROEMPRESARIAL;2018-06-22
6328;MASCULINO;COMERCIO;TALLER DE MECANICA;ROBLEDO;3;7.0;6000000;MICROEMPRESARIAL;2018-06-28
6329;FEMENINO;SERVICIO;RESTAURANTE;SANTA CRUZ;2;2.0;3000000;MICROEMPRESARIAL;2018-06-15
6330;FEMENINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;6890000;MICROEMPRESARIAL;2016-10-03
6331;MASCULINO;INDUSTRIA;FABRICA DE;ROBLEDO;2;7.0;2000000;MICROEMPRESARIAL;2018-03-23
6332;MASCULINO;INDUSTRIA;FABRICA DE;SANTA CRUZ;2;2.0;3000000;MICROEMPRESARIAL;2018-05-09
6333;FEMENINO;INDUSTRIA;VARIEDADES;LA FRANCIA;2;2.0;6800000;MICROEMPRESARIAL;2016-08-25
6334;FEMENINO;COMERCIO;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;7000000;MICROEMPRESARIAL;2019-01-18
6335;FEMENINO;SERVICIO;PELUQUERIA;SAN BENITO;3;10.0;6000000;MICROEMPRESARIAL;2018-04-30
6336;FEMENINO;INDUSTRIA;FABRICA DE;ENCISO;1;8.0;6000000;MICROEMPRESARIAL;2018-08-13
6337;FEMENINO;COMERCIO;DROGUERIA;SANTA CRUZ;2;2.0;7377000;MICROEMPRESARIAL;2017-09-28
6338;MASCULINO;COMERCIO;TIENDA;SANTA ELENA CENTRAL;2;90.0;7800000;MICROEMPRESARIAL;2018-05-18
6339;MASCULINO;COMERCIO;GRANERO;ARANJUEZ;2;4.0;7300000;MICROEMPRESARIAL;2017-08-11
6340;MASCULINO;SERVICIO;PELUQUERIA;PALMITAS;2;50.0;7800000;MICROEMPRESARIAL;2018-06-08
6341;MASCULINO;COMERCIO;VARIEDADES;LA COLINA;2;15.0;2000000;MICROEMPRESARIAL;2018-03-05
6342;FEMENINO;COMERCIO;VARIEDADES;SANTO DOMINGO SAVIO ;2;1.0;4000000;MICROEMPRESARIAL;2018-01-23
6343;FEMENINO;INDUSTRIA;FABRICA DE;EL SOCORRO;2;13.0;7800000;MICROEMPRESARIAL;2018-04-17
6344;MASCULINO;INDUSTRIA;VARIEDADES;CABECERA SAN ANTONIO ;3;80.0;3000000;MICROEMPRESARIAL;2018-02-13
6345;FEMENINO;INDUSTRIA;FABRICA DE;SAN PABLO;1;1.0;5000000;MICROEMPRESARIAL;2016-03-29
6346;FEMENINO;INDUSTRIA;FABRICA DE;VILLA HERMOSA;3;8.0;4000000;MICROEMPRESARIAL;2018-07-25
6347;FEMENINO;COMERCIO;VARIEDADES;BARRIO CAICEDO;2;9.0;4000000;MICROEMPRESARIAL;2017-06-05
6348;MASCULINO;SERVICIO;BARBERIA;ROBLEDO;2;7.0;5000000;MICROEMPRESARIAL;2017-02-27
6349;FEMENINO;SERVICIO;PELUQUERIA;SAN JAVIER NO.1;2;13.0;6400000;MICROEMPRESARIAL;2016-04-19
6350;FEMENINO;SERVICIO;MANTENIMIENTO EN;ROBLEDO;2;7.0;7377000;MICROEMPRESARIAL;2017-11-01
6352;FEMENINO;COMERCIO;MISCELANEA;SAN JAVIER NO.1;2;13.0;7300000;MICROEMPRESARIAL;2017-12-18
6353;FEMENINO;SERVICIO;RESTAURANTE;CABECERA SAN ANTONIO ;2;80.0;6800000;MICROEMPRESARIAL;2016-11-02
6354;FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN ANTONIO ;2;80.0;6800000;MICROEMPRESARIAL;2017-10-02
6355;FEMENINO;SERVICIO;PELUQUERIA;ARANJUEZ;3;4.0;5000000;MICROEMPRESARIAL;2017-09-14
6356;FEMENINO;COMERCIO;FERRETERIA;PLAYON DE LOS ;1;2.0;7000000;MICROEMPRESARIAL;2017-07-27
6357;MASCULINO;COMERCIO;CAFETERIA;SAN PABLO;1;1.0;7000000;MICROEMPRESARIAL;2017-12-20
6358;FEMENINO;COMERCIO;COMIDAS RAPIDAS;BELENCITO;2;13.0;1500000;MICROEMPRESARIAL;2018-04-19
6359;FEMENINO;COMERCIO;VARIEDADES;ROBLEDO;3;7.0;7812420;MICROEMPRESARIAL;2018-09-24
6360;FEMENINO;INDUSTRIA;FABRICA DE;CABECERA SAN CRISTOBAL;2;60.0;7800000;MICROEMPRESARIAL;2018-10-25
6361;MASCULINO;COMERCIO;ALMACEN DE ROPA EN;FLORENCIA;3;5.0;6000000;MICROEMPRESARIAL;2016-11-08
6362;MASCULINO;INDUSTRIA;FABRICA DE ALIMENTOS;LA AVANZADA;1;1.0;7800000;MICROEMPRESARIAL;2018-11-20
6364;FEMENINO;SERVICIO;TALLER DE MECANICA;ALFONSO LOPEZ;3;5.0;6000000;MICROEMPRESARIAL;2017-02-07
6365;FEMENINO;COMERCIO;RESTAURANTE;LA MILAGROSA;3;9.0;4000000;MICROEMPRESARIAL;2018-03-02
6368;FEMENINO;COMERCIO;FABRICA DE ALIMENTOS;GUAYABAL;3;15.0;7000000;MICROEMPRESARIAL;2018-11-26
6369;FEMENINO;SERVICIO;PRODUCTOS DE BELLEZA;LOPEZ DE MESA;3;7.0;7800000;MICROEMPRESARIAL;2018-01-24
6370;MASCULINO;INDUSTRIA;DISTRIBUIDORA DE;ROBLEDO;3;7.0;6890000;MICROEMPRESARIAL;2016-08-18
6371;FEMENINO;COMERCIO;TIENDA;LLANADITAS;1;8.0;5000000;MICROEMPRESARIAL;2018-06-18
6372;FEMENINO;COMERCIO;TIENDA;ARANJUEZ;2;4.0;7800000;MICROEMPRESARIAL;2018-04-20
6374;FEMENINO;COMERCIO;VARIEDADES;CABECERA SAN ANTONIO ;2;80.0;1000000;MICROEMPRESARIAL;2019-02-22
6375;FEMENINO;INDUSTRIA;FABRICA DE;MANRIQUE CENTRAL NO. 1;2;4.0;6890000;MICROEMPRESARIAL;2016-11-03
